id,imdb_id,title,adult,original_language,poster_path,poster_path_updated,release_date,revenue,runtime,vote_average,vote_count,overview,keywords,cast,director,genres,popularity,imdb_score
49026,tt1345836,The Dark Knight Rises,False,en,/vzvKcPQ4o7TjWeGIn0aGC9FeVNu.jpg,True,2012-07-16,1084939099.0,165.0,7.6,9263.0,"Following the death of District Attorney Harvey Dent, Batman assumes responsibility for Dent's crimes to protect the late attorney's reputation and is subsequently hunted by the Gotham City Police Department. Eight years later, Batman encounters the mysterious Selina Kyle and the villainous Bane, a new terrorist leader who overwhelms Gotham's finest. The Dark Knight resurfaces to protect a city that has branded him an enemy.","['dc comics', 'crime fighter', 'terrorist']","['Christian Bale', 'Michael Caine', 'Gary Oldman']",Christopher Nolan,"['Action', 'Crime', 'Drama']",20.58258,7.566875464486675
500,tt0105236,Reservoir Dogs,False,en,/AjTtJNumZyUDz33VtMlF1K8JPsE.jpg,True,1992-09-02,14661007.0,99.0,8.1,3821.0,"A botched robbery indicates a police informant, and the pressure mounts in the aftermath at a warehouse. Crime begets violence as the survivors -- veteran Mr. White, newcomer Mr. Orange, psychopathic parolee Mr. Blonde, bickering weasel Mr. Pink and Nice Guy Eddie -- unravel.","['traitor', 'jewelry', 'psychopath']","['Harvey Keitel', 'Tim Roth', 'Michael Madsen']",Quentin Tarantino,"['Crime', 'Thriller']",12.22034,8.001936132763388
10020,tt0101414,Beauty and the Beast,False,en,/7oCAPOphDKpIaxTrnukmDrZ8XKD.jpg,True,1991-11-13,377350553.0,84.0,7.5,3029.0,"Follow the adventures of Belle, a bright young woman who finds herself in the castle of a prince who's been turned into a mysterious beast. With the help of the castle's enchanted staff, Belle soon learns the most important lesson of all -- that true beauty comes from within.","['prince', 'book', 'castle']","[""Paige O'Hara"", 'Robby Benson', 'Richard White']",Gary Trousdale,"['Romance', 'Family', 'Animation']",23.433512,7.406938775510204
242582,tt2872718,Nightcrawler,False,en,/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,True,2014-10-23,38697217.0,117.0,7.6,3475.0,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.","['journalism', 'underground', 'tv station']","['Jake Gyllenhaal', 'Rene Russo', 'Riz Ahmed']",Dan Gilroy,"['Crime', 'Drama', 'Thriller']",21.277073,7.514073258055632
294254,tt4046784,Maze Runner: The Scorch Trials,False,en,/mYw7ZyejqSCPFlrT2jHZOESZDU3.jpg,True,2015-09-09,311256926.0,132.0,6.5,3148.0,"Thomas and his fellow Gladers face their greatest challenge yet: searching for clues about the mysterious and powerful organization known as WCKD. Their journey takes them to the Scorch, a desolate landscape filled with unimaginable obstacles. Teaming up with resistance fighters, the Gladers take on WCKD’s vastly superior forces and uncover its shocking plans for them all.","['based on novel', 'resistance', 'maze']","[""Dylan O'Brien"", 'Kaya Scodelario', 'Thomas Brodie-Sangster']",Wes Ball,['Action'],41.22577,6.457506053268765
264644,tt3170832,Room,False,en,/pCURNjeomWbMSdiP64gj8NVVHTQ.jpg,True,2015-10-16,35401758.0,117.0,8.1,2838.0,Jack is a young boy of 5 years old who has lived all his life in one room. He believes everything within it are the only real things in the world. But what will happen when his Ma suddenly tells him that there are other things outside of Room?,"['based on novel', 'carpet', 'isolation']","['Brie Larson', 'Jacob Tremblay', 'Joan Allen']",Lenny Abrahamson,"['Drama', 'Thriller']",12.443291,7.969739478957915
335,tt0064116,Once Upon a Time in the West,False,it,/3RymloPYcEPx30T1vTrz2cXaVnh.jpg,True,1968-12-21,5321508.0,175.0,8.1,1160.0,This classic western masterpiece is an epic film about a widow whose land and life are in danger as the railroad is getting closer and closer to taking them over. A mysterious harmonica player joins forces with a desperado to protect the woman and her land.,"['showdown', 'bounty', 'bounty hunter']","['Henry Fonda', 'Claudia Cardinale', 'Jason Robards']",Sergio Leone,['Western'],15.589351,7.803647416413373
397837,tt1691916,Before I Fall,False,en,/eowzonDJMCuNXoJGVkP9Z7oCmiM.jpg,True,2017-03-02,10025571.0,98.0,6.8,651.0,"Samantha Kingston has everything. Then, everything changes. After one fateful night, she wakes up with no future at all. Trapped into reliving the same day over and over, she begins to question just how perfect her life really was.","['based on novel', 'time loop', 'teenager']","['Zoey Deutch', 'Halston Sage', 'Logan Miller']",Ry Russo-Young,"['Mystery', 'Drama', 'Thriller']",38.995136,6.568029739776952
57158,tt1170358,The Hobbit: The Desolation of Smaug,False,en,/xQYiXsheRCDBA39DOrmaw1aSpbk.jpg,True,2013-12-11,958400000.0,161.0,7.6,4633.0,"The Dwarves, Bilbo and Gandalf have successfully escaped the Misty Mountains, and Bilbo has gained the One Ring. They all continue their journey to get their gold back from the Dragon, Smaug.","['elves', 'dwarves', 'orcs']","['Martin Freeman', 'Ian McKellen', 'Richard Armitage']",Peter Jackson,"['Adventure', 'Fantasy']",20.644775,7.534850699519732
284053,tt3501632,Thor: Ragnarok,False,en,/avy7IR8UMlIIyE2BPCI4plW4Csc.jpg,True,2017-10-25,0.0,0.0,0.0,0.0,"Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of Asgardian civilization, at the hands of an all-powerful new threat, the ruthless Hela.","['marvel comic', 'sequel', 'superhero']","['Chris Hemsworth', 'Tom Hiddleston', 'Cate Blanchett']",Taika Waititi,"['Action', 'Adventure', 'Fantasy']",57.283627,5.6
396535,tt5700672,Train to Busan,False,ko,/3H1WFCuxyNRP35oiL2qqwhAXxc0.jpg,True,2016-07-20,2129768.0,118.0,7.7,984.0,"Martial law is declared when a mysterious viral outbreak pushes Korea into a state of emergency. Those on an express train to Busan, a city that has successfully fended off the viral outbreak, must fight for their own survival…","['survival', 'korea', 'zombie']","['Gong Yoo', 'Ma Dong-seok', 'Jung Yu-mi']", Yeon Sang-Ho,"['Action', 'Horror', 'Thriller']",22.68517,7.4126315789473685
346,tt0047478,Seven Samurai,False,ja,/1wCRVLGI7SoTOoDRzWlbt2dMDuy.jpg,True,1954-04-26,271841.0,207.0,8.2,892.0,"A samurai answers a village's request for protection after he falls on hard times. The town needs protection from bandits, so the samurai gathers six others to help him teach the people how to defend themselves, and the villagers provide the soldiers with food. A giant battle occurs when 40 bandits attack the village.","['japan', 'samurai', 'peasant']","['Toshirō Mifune', 'Takashi Shimura', 'Yoshio Inaba']",Akira Kurosawa,"['Action', 'Drama']",15.01777,7.81297709923664
277216,tt1398426,Straight Outta Compton,False,en,/9B63hMwU6iICtNDTISCaZQ5US7R.jpg,True,2015-08-13,201634991.0,147.0,7.7,1381.0,"In 1987, five young men, using brutally honest rhymes and hardcore beats, put their frustration and anger about life in the most dangerous place in America into the most powerful weapon they had: their music.  Taking us back to where it all began, Straight Outta Compton tells the true story of how these cultural rebels—armed only with their lyrics, swagger, bravado and raw talent—stood up to the authorities that meant to keep them down and formed the world’s most dangerous group, N.W.A.  And as they spoke the truth that no one had before and exposed life in the hood, their voice ignited a social revolution that is still reverberating today.","['brother brother relationship', 'aids', 'police brutality']","[""O'Shea Jackson Jr."", 'Corey Hawkins', 'Jason Mitchell']",F. Gary Gray,"['Drama', 'Music']",21.183077,7.486857514638907
273248,tt3460252,The Hateful Eight,False,en,/cB932BToOpAGGnYgbzXvyfoiEwM.jpg,True,2015-12-25,155760117.0,167.0,7.6,4405.0,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,"['bounty hunter', 'wyoming', 'mountain']","['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh']",Quentin Tarantino,"['Crime', 'Drama', 'Mystery']",20.328821,7.531593948695461
76338,tt1981115,Thor: The Dark World,False,en,/wp6OxE4poJ4G7c0U2ZIXasTSMR7.jpg,True,2013-10-29,644571402.0,112.0,6.8,4873.0,"Thor fights to restore order across the cosmos… but an ancient race led by the vengeful Malekith returns to plunge the universe back into darkness. Faced with an enemy that even Odin and Asgard cannot withstand, Thor must embark on his most perilous and personal journey yet, one that will reunite him with Jane Foster and force him to sacrifice everything to save us all.","['marvel comic', 'superhero', 'based on comic']","['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston']",Alan Taylor,"['Action', 'Adventure', 'Fantasy']",34.905445,6.762775899781269
10681,tt0910970,WALL·E,False,en,/hbhFnRzzg6ZDmm8YAmxBnQpQIPh.jpg,True,2008-06-22,521311860.0,98.0,7.8,6439.0,"WALL·E is the last robot left on an Earth that has been overrun with garbage and all humans have fled to outer space. For 700 years he has continued to try and clean up the mess, but has developed some rather interesting human-like qualities. When a ship arrives with a sleek new type of robot, WALL·E thinks he's finally found a friend and stows away on the ship when it leaves.",['romantic comedy'],"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin']",Andrew Stanton,"['Animation', 'Family']",16.088366,7.747960576194086
1892,tt0086190,Return of the Jedi,False,en,/mDCBQNhR6R0PVFucJl0O4Hp5klZ.jpg,True,1983-05-23,572700000.0,135.0,7.9,4763.0,"As Rebel leaders map their strategy for an all-out attack on the Emperor's newer, bigger Death Star. Han Solo remains frozen in the cavernous desert fortress of Jabba the Hutt, the most loathsome outlaw in the universe, who is also keeping Princess Leia as a slave girl. Now a master of the Force, Luke Skywalker rescues his friends, but he cannot become a true Jedi Knight until he wages his own crucial battle against Darth Vader, who has sworn to win Luke over to the dark side of the Force.","['rebel', 'brother sister relationship', 'emperor']","['Mark Hamill', 'Harrison Ford', 'Carrie Fisher']",Richard Marquand,"['Adventure', 'Action', 'Science Fiction']",14.586087,7.827058345192112
11324,tt1130884,Shutter Island,False,en,/kve20tXwUZpu4GUX8l6X7Z4jmL6.jpg,True,2010-02-18,294804195.0,138.0,7.8,6559.0,"World War II soldier-turned-U.S. Marshal Teddy Daniels investigates the disappearance of a patient from a hospital for the criminally insane, but his efforts are compromised by his troubling visions and also by a mysterious doctor.","['based on novel', 'island', 'hurricane']","['Leonardo DiCaprio', 'Mark Ruffalo', 'Ben Kingsley']",Martin Scorsese,"['Drama', 'Thriller', 'Mystery']",15.813629,7.748890543559196
10674,tt0120762,Mulan,False,en,/bJ0DxWQDLdjSJmFHwtximVdgJ5P.jpg,True,1998-06-18,304320254.0,88.0,7.6,2089.0,"A tomboyish girl disguises herself as a young man so she can fight with the Imperial Chinese Army against the invading Huns. With help from wise-cracking dragon Mushu, Mulan just might save her country -- and win the heart of handsome Captain Li Shang.","['homeland', 'musical', 'training']","['Ming-Na Wen', 'Lea Salonga', 'Eddie Murphy']",Tony Bancroft,"['Animation', 'Family', 'Adventure']",21.180857,7.461024498886414
141,tt0246578,Donnie Darko,False,en,/fhQoQfejY1hUcwyuLgpBrYs6uFt.jpg,True,2001-01-18,1270522.0,113.0,7.7,3574.0,"After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a large bunny rabbit that manipulates him to commit a series of crimes.","['parent child relationship', 'airplane', 'time travel']","['Jake Gyllenhaal', 'Jena Malone', 'Patrick Swayze']",Richard Kelly,"['Fantasy', 'Drama', 'Mystery']",18.303148,7.612171581769438
489,tt0119217,Good Will Hunting,False,en,/bABCBKYBK7A5G1x0FzoeoNfuj2.jpg,True,1997-12-05,225933435.0,126.0,7.9,2880.0,"Will Hunting has a genius-level IQ but chooses to work as a janitor at MIT. When he solves a difficult graduate-level math problem, his talents are discovered by Professor Gerald Lambeau, who decides to help the misguided youth reach his potential. When Will is arrested for attacking a police officer, Professor Lambeau makes a deal to get leniency for him if he will get treatment from therapist Sean Maguire.","['baseball', 'boston', 'professor']","['Robin Williams', 'Matt Damon', 'Ben Affleck']",Gus Van Sant,['Drama'],15.064833,7.781818181818182
745,tt0167404,The Sixth Sense,False,en,/fIssD3w3SvIhPPmVo4WMgZDVLID.jpg,True,1999-08-06,672806292.0,107.0,7.7,3223.0,"A psychological thriller about an eight year old boy named Cole Sear who believes he can see into the world of the dead. A child psychologist named Malcolm Crowe comes to Cole to help him deal with his problem, learning that he really can see ghosts of dead people.","['child abuse', 'sense of guilt', 'loss of child']","['Bruce Willis', 'Toni Collette', 'Olivia Williams']",M. Night Shyamalan,"['Mystery', 'Thriller', 'Drama']",18.44917,7.603048239124001
15,tt0033467,Citizen Kane,False,en,/sav0jxhqiH0bPr2vZFU0Kjt2nZL.jpg,True,1941-04-30,23217674.0,119.0,8.0,1244.0,"Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.","['journalist', 'newspaper', 'florida']","['Orson Welles', 'Joseph Cotten', 'Dorothy Comingore']",Orson Welles,"['Mystery', 'Drama']",15.811921,7.732571428571428
152532,tt0790636,Dallas Buyers Club,False,en,/7Fdh7gUq3plvQqxRbNYhWvDABXA.jpg,True,2013-09-07,55198285.0,117.0,7.9,2973.0,"Loosely based on the true-life tale of Ron Woodroof, a drug-taking, women-loving, homophobic man who in 1986 was diagnosed with HIV/AIDS and given thirty days to live.","['women', 'aids', 'biography']","['Matthew McConaughey', 'Jennifer Garner', 'Jared Leto']",Jean-Marc Vallée,"['Drama', 'History']",14.785719,7.785330776605945
334533,tt3553976,Captain Fantastic,False,en,/2sFME73GaD8UsUxPUKe60cPdLif.jpg,True,2016-07-02,5879736.0,119.0,7.9,1569.0,A father living in the forests of the Pacific Northwest with his six young kids tries to assimilate back into society.,"['suicide', 'socialism', 'food']","['Viggo Mortensen', 'George MacKay', 'Samantha Isler']",Matt Ross,"['Adventure', 'Comedy', 'Drama']",16.519276,7.692
28,tt0078788,Apocalypse Now,False,en,/gQB8Y5RCMkv2zwzFHbUJX3kAhvA.jpg,True,1979-08-15,89460381.0,153.0,8.0,2112.0,"At the height of the Vietnam war, Captain Benjamin Willard is sent on a dangerous mission that, officially, ""does not exist, nor will it ever exist."" His goal is to locate - and eliminate - a mysterious Green Beret Colonel named Walter Kurtz, who has been leading his personal army on illegal guerrilla missions into enemy territory.","['guerrilla', 'river', 'vietnam']","['Martin Sheen', 'Marlon Brando', 'Robert Duvall']",Francis Ford Coppola,"['Drama', 'War']",13.5963,7.834920634920635
152601,tt1798709,Her,False,en,/yk4J4aewWYNiBhD49WD7UaBBn37.jpg,True,2013-12-18,47351251.0,126.0,7.9,4215.0,"In the not so distant future, Theodore, a lonely writer purchases a newly developed operating system designed to meet the user's every needs. To Theordore's surprise, a romantic relationship develops between him and his operating system. This unconventional love story blends science fiction and romance in a sweet tale that explores the nature of love and the ways that technology isolates and connects us all.","['artificial intelligence', 'computer', 'love']","['Joaquin Phoenix', 'Scarlett Johansson', 'Rooney Mara']",Spike Jonze,"['Romance', 'Science Fiction', 'Drama']",13.829515,7.817913520933425
381284,tt4846340,Hidden Figures,False,en,/9lfz2W2uGjyow3am00rsPJ8iOyq.jpg,True,2016-12-10,230698791.0,127.0,7.8,2178.0,"The untold story of Katherine G. Johnson, Dorothy Vaughan and Mary Jackson – brilliant African-American women working at NASA and serving as the brains behind one of the greatest operations in history – the launch of astronaut John Glenn into orbit. The visionary trio crossed all gender and race lines to inspire generations to dream big.","['nasa', 'sexism', 'biography']","['Taraji P. Henson', 'Octavia Spencer', 'Janelle Monae']",Theodore Melfi,['Drama'],16.816833,7.652956298200515
11216,tt0095765,Cinema Paradiso,False,it,/8SRUfRUi6x4O68n0VCbDNRa6iGL.jpg,True,1988-11-17,11990401.0,124.0,8.2,834.0,"A filmmaker recalls his childhood, when he fell in love with the movies at his village's theater and formed a deep friendship with the theater's projectionist.","['sicily', 'cinema', 'film director']","['Philippe Noiret', 'Jacques Perrin', 'Marco Leonardi']",Giuseppe Tornatore,"['Drama', 'Romance']",14.177005,7.790303030303029
8358,tt0162222,Cast Away,False,en,/4x4puNUAqBpi9sUMYL5dNPSdB6I.jpg,True,2000-12-22,429632142.0,143.0,7.5,3304.0,"Chuck, a top international manager for FedEx, and Kelly, a Ph.D. student, are in love and heading towards marriage. Then Chuck's plane to Malaysia ditches at sea during a terrible storm. He's the only survivor, and he washes up on a tiny island with nothing but some flotsam and jetsam from the aircraft's cargo.","['exotic island', 'suicide attempt', 'volleyball']","['Tom Hanks', 'Helen Hunt', 'Chris Noth']",Robert Zemeckis,"['Adventure', 'Drama']",21.296343,7.414335260115607
100402,tt1843866,Captain America: The Winter Soldier,False,en,/tVFRpFw3xTedgPGqxW0AOI8Qhh0.jpg,True,2014-03-20,714766572.0,136.0,7.6,5881.0,"After the cataclysmic events in New York with The Avengers, Steve Rogers, aka Captain America is living quietly in Washington, D.C. and trying to adjust to the modern world. But when a S.H.I.E.L.D. colleague comes under attack, Steve becomes embroiled in a web of intrigue that threatens to put the world at risk. Joining forces with the Black Widow, Captain America struggles to expose the ever-widening conspiracy while fighting off professional assassins sent to silence him at every turn. When the full scope of the villainous plot is revealed, Captain America and the Black Widow enlist the help of a new ally, the Falcon. However, they soon find themselves up against an unexpected and formidable enemy—the Winter Soldier.","['washington d.c.', 'future', 'shield']","['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson']",Anthony Russo,"['Action', 'Adventure', 'Science Fiction']",18.717705,7.548318701341725
1726,tt0371746,Iron Man,False,en,/78lPtwv72eTNqFW9COBYI0dWDJa.jpg,True,2008-04-30,585174222.0,126.0,7.4,8951.0,"After being held captive in an Afghan cave, billionaire engineer Tony Stark creates a unique weaponized suit of armor to fight evil.","['middle east', 'arms dealer', 'malibu']","['Robert Downey Jr.', 'Terrence Howard', 'Jeff Bridges']",Jon Favreau,"['Action', 'Science Fiction', 'Adventure']",22.0731,7.369166575161964
115,tt0118715,The Big Lebowski,False,en,/d4J7GotCjvDJBAYayZBTc5nLbbP.jpg,True,1998-03-06,46189568.0,117.0,7.8,3001.0,"Jeffrey ""The Dude"" Lebowski, a Los Angeles slacker who only wants to bowl and drink white Russians, is mistaken for another Jeffrey Lebowski, a wheelchair-bound millionaire, and finds himself dragged into a strange series of events involving nihilists, adult film producers, ferrets, errant toes, and large sums of money.","['white russian', 'dude', 'bowling']","['Jeff Bridges', 'John Goodman', 'Julianne Moore']",Joel Coen,"['Comedy', 'Crime']",15.952524,7.691289198606271
109445,tt2294629,Frozen,False,en,/50Xpfgtuk6OrTlfFYuktW0IJapW.jpg,True,2013-11-27,1274219009.0,102.0,7.3,5440.0,"Young princess Anna of Arendelle dreams about finding true love at her sister Elsa’s coronation. Fate takes her on a dangerous journey in an attempt to end the eternal winter that has fallen over the kingdom. She's accompanied by ice delivery man Kristoff, his reindeer Sven, and snowman Olaf. On an adventure where she will find out what friendship, courage, family, and true love really means.","['queen', 'musical', 'princess']","['Kristen Bell', 'Idina Menzel', 'Jonathan Groff']",Chris Buck,"['Animation', 'Adventure', 'Family']",24.248243,7.2526090064331665
265177,tt3612616,Mommy,False,en,/5GQxn3rwYVJIjv7agldHCPYvIjf.jpg,True,2014-05-22,3494070.0,138.0,8.2,734.0,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.","['quebec', 'dysfunctional family', 'single mother']","['Anne Dorval', 'Suzanne Clément', 'Antoine-Olivier Pilon']",Xavier Dolan,['Drama'],14.876086,7.744269662921347
9806,tt0317705,The Incredibles,False,en,/2LqaLgk4Z226KkgPJuiOQ58wvrm.jpg,True,2004-11-05,631442092.0,115.0,7.4,5290.0,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.","['secret identity', 'secret', 'hero']","['Craig T. Nelson', 'Holly Hunter', 'Samuel L. Jackson']",Brad Bird,"['Action', 'Adventure', 'Animation']",22.220215,7.348439221446934
2062,tt0382932,Ratatouille,False,en,/npHNjldbeTHdKKw28bJKs7lzqzj.jpg,True,2007-06-22,623722818.0,111.0,7.5,4510.0,"A rat named Remy dreams of becoming a great French chef despite his family's wishes and the obvious problem of being a rat in a decidedly rodent-phobic profession. When fate places Remy in the sewers of Paris, he finds himself ideally situated beneath a restaurant made famous by his culinary hero, Auguste Gusteau. Despite the apparent dangers of being an unlikely - and certainly unwanted - visitor in the kitchen of a fine French restaurant, Remy's passion for cooking soon sets into motion a hilarious and exciting rat race that turns the culinary world of Paris upside down.","['paris', 'brother brother relationship', 'expensive restaurant']","['Patton Oswalt', 'Ian Holm', 'Lou Romano']",Jan Pinkava,"['Animation', 'Comedy', 'Family']",20.50803,7.436476639519931
18,tt0119116,The Fifth Element,False,en,/fPtlCO1yQtnoLHOwKtWz7db6RGU.jpg,True,1997-05-07,263920180.0,126.0,7.3,3962.0,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.","['clone', 'taxi', 'cyborg']","['Bruce Willis', 'Gary Oldman', 'Ian Holm']",Luc Besson,"['Adventure', 'Fantasy', 'Action']",24.30526,7.235599805730938
58,tt0383574,Pirates of the Caribbean: Dead Man's Chest,False,en,/l3peI54mf6Z9EBSvS3hnRmOBbFT.jpg,True,2006-06-20,1065659812.0,151.0,7.0,5380.0,"Captain Jack Sparrow works his way out of a blood debt with the ghostly Davey Jones, he also attempts to avoid eternal damnation.","['witch', 'fortune teller', 'bondage']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Gore Verbinski,"['Adventure', 'Fantasy', 'Action']",29.455315,6.9605491329479765
8392,tt0096283,My Neighbor Totoro,False,ja,/rtGDOeG9LzoerkDGZF9dnVeLppL.jpg,True,1988-04-16,0.0,86.0,8.0,1730.0,"Two sisters move to the country with their father in order to be closer to their hospitalized mother, and discover the surrounding trees are inhabited by Totoros, magical spirits of the forest. When the youngest runs away from home, the older sister seeks help from the spirits to find her.","['japan', 'mother', 'sister sister relationship']","['Noriko Hidaka', 'Hitoshi Takagi', 'Chika Sakamoto']",Hayao Miyazaki,"['Fantasy', 'Animation', 'Family']",13.507299,7.801484623541887
11321,tt0814314,Seven Pounds,False,en,/28lEV4CA93osYhxl2ZDqrgfWtMM.jpg,True,2008-12-18,168167691.0,123.0,7.5,2092.0,An IRS agent with a fateful secret embarks on an extraordinary journey of redemption by forever changing the lives of seven strangers.,"['vegetarian', 'tax collector', 'pianist']","['Will Smith', 'Rosario Dawson', 'Sarah Jane Morris']",Gabriele Muccino,['Drama'],21.708267,7.36814946619217
285,tt0449088,Pirates of the Caribbean: At World's End,False,en,/cVFKkJ8Kcuf9zSUdUNB7iKOm4nh.jpg,True,2007-05-19,961000000.0,169.0,6.9,4627.0,"Captain Barbossa, long believed to be dead, has come back to life and is headed to the edge of the Earth with Will Turner and Elizabeth Swann. But nothing is quite as it seems.","['ocean', 'drug abuse', 'exotic island']","['Johnny Depp', 'Orlando Bloom', 'Keira Knightley']",Gore Verbinski,"['Adventure', 'Fantasy', 'Action']",31.363665,6.8575998327409575
5915,tt0758758,Into the Wild,False,en,/2MSGZEE6XZd2r4ODNziwAw7Hpw0.jpg,True,2007-09-11,56255142.0,148.0,7.8,3139.0,"The true story of top student and athlete, Christopher McCandless, who after graduating from Emory University in 1992, abandoned his possessions, gave his entire $24,000 savings account to charity and hitchhiked to Alaska to live in the wilderness.","['male nudity', 'parent child relationship', 'camping']","['Emile Hirsch', 'Marcia Gay Harden', 'William Hurt']",Sean Penn,"['Adventure', 'Drama']",15.423538,7.695842185128983
600,tt0093058,Full Metal Jacket,False,en,/zoiGcNlYBR0r2fO2uP44XQF6S1W.jpg,True,1987-06-26,46357676.0,116.0,7.9,2595.0,A pragmatic U.S. Marine observes the dehumanizing effects the U.S.-Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"['suicide', 'prostitute', 'helicopter']","['Matthew Modine', 'Adam Baldwin', ""Vincent D'Onofrio""]",Stanley Kubrick,"['Drama', 'War']",13.94148,7.769574700109051
281957,tt1663202,The Revenant,False,en,/ji3ecJphATlVgWNY0B0RVXZizdf.jpg,True,2015-12-25,532950503.0,156.0,7.3,6558.0,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","['father son relationship', 'rape', 'based on novel']","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']",Alejandro González Iñárritu,"['Western', 'Drama', 'Adventure']",23.501228,7.260500446827525
1091,tt0084787,The Thing,False,en,/tzGY49kseSE9QAKk47uuDGwnSCu.jpg,True,1982-06-25,19629760.0,109.0,7.8,1629.0,Scientists in the Antarctic are confronted by a shape-shifting alien that assumes the appearance of the people that it kills.,"['ice', 'space marine', 'paranoia']","['Kurt Russell', 'Keith David', 'Wilford Brimley']",John Carpenter,"['Horror', 'Mystery', 'Science Fiction']",16.83125,7.607731092436974
1585,tt0038650,It's a Wonderful Life,False,en,/qRitcyVpWdL7bSV7akDcKTR2YxL.jpg,True,1946-12-20,9644124.0,130.0,8.0,1103.0,"George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.","['holiday', 'angel', 'based on novel']","['James Stewart', 'Donna Reed', 'Lionel Barrymore']",Frank Capra,"['Drama', 'Family', 'Fantasy']",15.031588,7.70262112787927
38,tt0338013,Eternal Sunshine of the Spotless Mind,False,en,/5MwkWH9tYHv3mV9OdYTMR5qreIz.jpg,True,2004-03-19,72258126.0,108.0,7.9,3758.0,"Joel Barish, heartbroken that his girlfriend underwent a procedure to erase him from her memory, decides to do the same. However, as he watches his memories of her fade away, he realises that he still loves her, and may be too late to correct his mistake.","['deja vu', 'regret', 'jealousy']","['Jim Carrey', 'Kate Winslet', 'Kirsten Dunst']",Michel Gondry,"['Science Fiction', 'Drama', 'Romance']",12.906327,7.8083290751149725
949,tt0113277,Heat,False,en,/obpPQskaVpSiC9RcJRB6iWDTCXS.jpg,True,1995-12-15,187436818.0,170.0,7.7,1886.0,"Obsessive master thief, Neil McCauley leads a top-notch crew on various insane heists throughout Los Angeles while a mentally unstable detective, Vincent Hanna pursues him without rest. Each man recognizes and respects the ability and the dedication of the other even though they are aware their cat-and-mouse game may end in violence.","['robbery', 'detective', 'bank']","['Al Pacino', 'Robert De Niro', 'Val Kilmer']",Michael Mann,"['Action', 'Crime', 'Drama']",17.924927,7.539569049951028
675,tt0373889,Harry Potter and the Order of the Phoenix,False,en,/g6n8G0xPnBVUIKKK41sNmbZB5h4.jpg,True,2007-06-28,938212738.0,138.0,7.4,5633.0,"Returning for his fifth year of study at Hogwarts, Harry is stunned to find that his warnings about the return of Lord Voldemort have been ignored. Left with no choice, Harry takes matters into his own hands, training a small group of students – dubbed 'Dumbledore's Army' – to defend themselves against the dark arts.","['prophecy', 'witch', 'loss of lover']","['Daniel Radcliffe', 'Rupert Grint', 'Emma Watson']",David Yates,"['Adventure', 'Fantasy', 'Family']",21.3643,7.351494213162896
111,tt0086250,Scarface,False,en,/iQ5ztdjvteGeboxtmRdXEChJOHh.jpg,True,1983-12-08,65884703.0,170.0,8.0,3017.0,"After getting a green card in exchange for assassinating a Cuban government official, Tony Montana stakes a claim on the drug trade in Miami. Viciously murdering anyone who stands in his way, Tony eventually becomes the biggest drug lord in the state, controlling nearly all the cocaine that comes through Miami. But increased pressure from the police, wars with Colombian drug cartels and his own drug-fueled paranoia serve to fuel the flames of his eventual downfall.","['miami', 'corruption', 'capitalism']","['Al Pacino', 'Steven Bauer', 'Michelle Pfeiffer']",Brian De Palma,"['Action', 'Crime', 'Drama']",11.299673,7.882004412228175
